comment_text,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,random_feature_1,random_feature_2,toxic
Это действительно хороший совет.,32,3,2,1,4,0.6427535025440897,18,1,0.410467405692013,0,0
КАКОЙ УЖАСНЫЙ КОММЕНТАРИЙ. .,29,5,3,2,3,0.7646241291304865,15,1,0.16624916752925312,8,1
Зачем ты вообще пишешь?,21,5,2,2,5,0.3567134788825551,19,0,0.9217509792857792,9,1
ЭТО ПРОСТО БРЕД.,18,4,4,2,4,0.19792405120241097,9,1,0.6510842230937329,7,1
Очень полезная информация.,25,2,2,1,0,0.44037129568589883,19,0,0.3004293921765747,2,0
это замечательный комментарий!,29,2,3,1,3,0.3703109959177756,19,0,0.31185341078213624,2,0
это замечательный комментарий!,31,4,0,0,1,0.4373572118592767,20,0,0.3252502761591801,1,0
"прекрасный день, чтобы обсудить эту тему.",43,5,1,0,2,0.7090188913860629,24,1,0.8718620982514641,9,0
какой позорный текст!,22,2,3,1,2,0.6184653927406976,15,1,0.6944307905276245,6,1
Ты ничего не понимаешь! !,25,5,5,3,0,0.9968821636150145,16,1,0.2338192235909482,5,1
"прекрасный день, чтобы обсудить эту тему. ?",41,8,1,0,3,0.24466584620261356,23,1,0.4994452127706447,9,0
"Мне нравится, как вы объясняете.",33,5,3,2,4,0.3724779822955805,18,1,0.7144522047367966,8,0
Ты ничего не понимаешь!,25,5,2,2,3,0.04270414899475694,15,1,0.9365593126831345,0,1
НИКОГДА НЕ ЧИТАЛ НИЧЕГО ХУЖЕ.,29,5,5,3,0,0.4581837938320674,14,1,0.5674508408340594,10,1
Ваш комментарий очень поддерживает.,37,3,1,0,4,0.5463007980595675,21,1,0.416331587613477,8,0
СПАСИБО ЗА ВАШУ ПОМОЩЬ!,21,3,0,1,1,0.6346156069903053,13,1,0.4777537595088521,1,0
Какой ужасный комментарий.,27,4,4,1,4,0.15996790534475425,18,1,0.8191155746343288,9,1
Никогда не читал ничего хуже.,29,6,5,3,3,0.9436502495390976,15,0,0.9070362477695589,10,1
Какой позорный текст!,21,3,2,1,3,0.1699261101070606,17,1,0.02323052219963484,1,1
Ты ничего не понимаешь! !,25,5,3,1,0,0.2643979468640901,15,1,0.6107215025931932,1,1
Какой позорный текст!,20,3,5,1,0,0.5974347853572649,17,0,0.3988535232009752,3,1
"УЖАСНЫЙ ПОСТ, УДАЛИ ЭТО.",26,5,3,2,4,0.4191720482099345,15,1,0.7667355481834148,5,1
Ты ничего не понимаешь! !,26,6,4,1,1,0.04895425367046935,13,1,0.3204568569492533,8,1
это замечательный комментарий!,31,3,3,2,0,0.003493944705046381,17,1,0.5143105632840159,10,0
Твои слова — это полный провал. .,32,6,5,3,0,0.7627271846699546,18,0,0.6342921244990345,9,1
Очень полезная информация.,24,2,1,2,2,0.0345671820825445,18,1,0.6563088832478602,2,0
Ты ничего не понимаешь! ?,23,5,2,3,2,0.3348869771922657,16,0,0.3014279939697393,10,1
"мне нравится, как вы объясняете.",34,4,1,0,4,0.7048243455096391,17,0,0.8085242394458098,4,0
"Вы отлично справились, продолжайте в том же духе! !",52,9,3,2,1,0.2553688475622321,24,0,0.7315760346062897,4,0
Ты только тратишь время людей. слово,36,5,3,1,0,0.02763412557756173,22,1,0.11632524935741662,8,1
мне понравился ваш пост.,23,5,2,0,0,0.3809093915449646,16,0,0.9538482255971625,3,0
ТВОИ СЛОВА — ЭТО ПОЛНЫЙ ПРОВАЛ. !,32,7,5,1,5,0.5547902911230684,18,0,0.9780442084061592,6,1
Зачем ты вообще пишешь? !,25,5,4,1,1,0.8172484126451856,20,1,0.9250674131559433,4,1
"Ужасный пост, удали это.",23,3,5,2,0,0.04084347309646785,16,0,0.3105765499146784,10,1
Твои слова — это полный провал.,30,6,4,2,3,0.1309497592663158,19,1,0.5464352868907634,4,1
Спасибо за вашу помощь! ТЕКСТ,29,4,0,1,4,0.3173962192699008,20,1,0.3955722628701167,3,0
ВАШ КОММЕНТАРИЙ ОЧЕНЬ ПОДДЕРЖИВАЕТ. ПРИМЕР,40,6,1,1,5,0.11846145927848983,21,1,0.3931238203150571,1,0
"УЖАСНЫЙ ПОСТ, УДАЛИ ЭТО. !",25,4,4,2,0,0.570705731974731,20,0,0.3590472815066643,5,1
НИКОГДА НЕ ЧИТАЛ НИЧЕГО ХУЖЕ.,28,5,3,2,2,0.7030983197086157,15,0,0.6994154690370536,7,1
Это замечательный комментарий!,30,3,1,2,3,0.06382858091438948,20,0,0.9052946876621416,9,0
Мне понравился ваш пост. ?,28,4,0,2,2,0.7941453342870887,17,0,0.9701073377733994,8,0
Зачем ты вообще пишешь? !,23,5,5,1,1,0.13291367365823303,20,0,0.12118044019427898,8,1
очень полезная информация.,27,3,0,2,4,0.9374613889082271,15,1,0.17803013587696548,4,0
ТЫ НИЧЕГО НЕ ПОНИМАЕШЬ!,21,3,2,3,2,0.24159265923662854,14,1,0.04658879773872604,2,1
"мне нравится, как вы объясняете.",33,5,2,2,0,0.629295894820969,20,0,0.52151449189226,2,0
"Это была интересная статья, спасибо. !",38,6,1,0,5,0.9397727844582201,20,1,0.21138858651503478,2,0
это действительно хороший совет.,32,3,2,2,5,0.1507428551672516,17,1,0.5814349229231885,3,0
Зачем ты вообще пишешь?,23,3,2,1,4,0.09324965540888708,15,0,0.8945425654230967,4,1
Это замечательный комментарий!,30,3,1,1,3,0.8915383092164468,16,1,0.10327049176881953,10,0
это замечательный комментарий!,28,4,3,0,0,0.08276367631273851,19,0,0.8428233050931004,5,0
зачем ты вообще пишешь?,25,4,2,2,1,0.053059649501987494,18,1,0.9738727312070223,3,1
Какой ужасный комментарий. ?,30,5,3,2,3,0.11604290970037312,20,0,0.2229185417924382,9,1
Ты только тратишь время людей.,29,5,4,3,2,0.3103621745647438,21,0,0.3025816327138332,1,1
Ты только тратишь время людей. ?,33,6,4,1,5,0.9799845420303486,20,1,0.3188769523390502,8,1
"Вы отлично справились, продолжайте в том же духе!",47,7,1,2,4,0.41915194953960466,25,0,0.38490754310730024,1,0
ТЫ СОВЕРШЕННО НЕКОМПЕТЕНТЕН.,28,2,3,1,3,0.4378861288719029,12,0,0.05366378869727606,1,1
Ты ничего не понимаешь!,24,3,5,1,3,0.19701466740272178,16,1,0.2771880482545198,4,1
Твои слова — это полный провал.,33,6,3,1,2,0.7483152555992084,18,0,0.9179861430234573,10,1
Никогда не читал ничего хуже.,31,4,2,2,1,0.10376874360586508,15,1,0.6503626083451943,1,1
никогда не читал ничего хуже. пример,36,6,5,1,0,0.9972009164949331,19,1,0.5719318852737356,9,1
ты только тратишь время людей.,29,5,5,3,1,0.9530286804463153,20,1,0.6757114377170611,7,1
ты только тратишь время людей.,31,4,5,1,4,0.11513398537235853,21,1,0.7643960897603496,3,1
"Это была интересная статья, спасибо.",37,5,3,1,5,0.7403735551165871,18,1,0.9272864682565719,9,0
Твои слова — это полный провал. .,33,7,5,1,5,0.2857532036314736,17,1,0.46330506058864784,0,1
ЭТО ЗАМЕЧАТЕЛЬНЫЙ КОММЕНТАРИЙ!,32,2,3,1,3,0.756742688433528,18,1,0.34742517445075605,7,0
Ты только тратишь время людей.,31,4,3,2,3,0.28002872554853453,21,1,0.48835705940845253,5,1
Какой позорный текст! пример,28,4,4,3,1,0.38581904688461377,16,0,0.6093944210959239,5,1
какой ужасный комментарий.,28,4,3,2,4,0.13120835874275605,17,0,0.3050630334118045,9,1
Это действительно хороший совет.,30,3,3,0,4,0.7337239479461106,15,0,0.7456698569535334,3,0
спасибо за вашу помощь!,22,3,3,0,0,0.418094009226482,17,0,0.13883714811941694,10,0
Ты совершенно некомпетентен.,27,2,5,3,0,0.6878570642449959,17,1,0.9800455906151846,8,1
"Прекрасный день, чтобы обсудить эту тему.",39,5,0,2,0,0.34295642979660756,24,0,0.20129056108847532,1,0
Очень полезная информация.,27,3,0,0,3,0.6896884094634216,17,1,0.02853555477440406,1,0
это замечательный комментарий!,31,3,1,2,5,0.18188260304321568,17,0,0.838992316230483,6,0
Какой позорный текст!,22,3,4,3,2,0.8945110139813328,13,0,0.5789399187703349,3,1
твои слова — это полный провал. слово,39,8,4,2,0,0.24974028333785492,18,0,0.8342172218336114,8,1
ТВОИ СЛОВА — ЭТО ПОЛНЫЙ ПРОВАЛ.,32,5,2,3,4,0.9421079567594698,16,1,0.14237885608684053,4,1
Это просто бред.,17,3,4,1,2,0.48344048383986116,10,1,0.010275230430360272,4,1
Спасибо за вашу помощь!,22,3,0,2,3,0.6670443404114648,14,0,0.5917057249831796,5,0
"Вы отлично справились, продолжайте в том же духе! .",49,9,1,1,1,0.445515432707964,26,0,0.41757691138148056,7,0
Очень полезная информация. .,30,4,0,1,0,0.9442750878037321,20,0,0.38752656708481525,9,0
Мне понравился ваш пост. !,24,6,1,2,5,0.16778213659799124,15,0,0.9848824637577539,7,0
никогда не читал ничего хуже.,30,6,5,1,3,0.669323024280098,16,1,0.35780831730838325,10,1
Ваш комментарий очень поддерживает. !,36,5,2,1,2,0.7979840290096,19,0,0.8079114539407488,7,0
Какой позорный текст!,19,2,5,1,2,0.4253609669610878,15,0,0.6705969383286992,1,1
"Ужасный пост, удали это.",25,4,2,2,4,0.9411653249577838,17,1,0.371035202725879,0,1
"Ужасный пост, удали это. ?",28,5,3,2,5,0.32959349102728397,19,0,0.43663142519897014,4,1
Очень полезная информация.,26,3,1,2,5,0.6521641724361998,19,0,0.8050664456837099,6,0
Зачем ты вообще пишешь?,24,3,4,2,2,0.1880161186366338,15,1,0.2212817804760806,0,1
мне понравился ваш пост.,24,3,3,2,5,0.5168704638914429,14,1,0.06375422322071589,2,0
"Мне нравится, как вы объясняете. ?",32,6,0,1,5,0.8541144209214027,21,1,0.46583934334692423,7,0
Какой ужасный комментарий.,24,2,4,2,4,0.101659781516648,18,1,0.7256380516173491,9,1
это замечательный комментарий!,29,2,3,1,3,0.9872337919922379,20,1,0.9996644498747531,2,0
"мне нравится, как вы объясняете.",34,4,1,2,2,0.7806107646337677,20,0,0.6326215748398508,3,0
Какой позорный текст!,19,2,5,2,2,0.5567991112558102,13,0,0.1824347072354131,9,1
ты ничего не понимаешь! пример,32,6,3,2,3,0.9255407989365211,18,1,0.9116307004161865,8,1
Это просто бред. ТЕКСТ,22,4,2,2,2,0.592948228596238,15,0,0.37747782317269274,4,1
Какой позорный текст!,19,2,4,3,1,0.9813334390903824,16,0,0.5665701182406043,9,1
Какой позорный текст! !,25,3,4,3,4,0.7026310325724352,14,1,0.24893404134205244,10,1
"Это была интересная статья, спасибо.",34,4,0,1,1,0.6994050444911161,19,1,0.33541156266719074,9,0
Ты ничего не понимаешь!,24,5,3,2,4,0.12174366869342346,17,0,0.22921623757033005,7,1
"МНЕ НРАВИТСЯ, КАК ВЫ ОБЪЯСНЯЕТЕ.",34,5,0,1,3,0.07378930138614681,19,1,0.6844625014510057,10,0
"Прекрасный день, чтобы обсудить эту тему.",42,6,0,1,3,0.9294146807952219,23,1,0.0696632631595091,5,0
"ВЫ ОТЛИЧНО СПРАВИЛИСЬ, ПРОДОЛЖАЙТЕ В ТОМ ЖЕ ДУХЕ!",47,9,1,0,3,0.2637326140394721,23,0,0.36045748040543724,7,0
Ты совершенно некомпетентен.,30,2,4,2,2,0.8131610644468451,14,1,0.8795055559067712,7,1
Никогда не читал ничего хуже. .,31,5,2,1,1,0.32293235758275707,18,1,0.724996080059307,10,1
Твои слова — это полный провал.,29,5,3,3,0,0.15157629560811903,17,1,0.7200265085076532,5,1
Ты только тратишь время людей. !,33,7,5,3,1,0.211963728266913,19,0,0.6358016020038689,5,1
Ты ничего не понимаешь!,25,4,4,1,2,0.23062328663281118,16,0,0.021760723311150643,9,1
Это действительно хороший совет. .,32,6,3,2,0,0.06450283687287794,19,1,0.8431046942799475,8,0
"Вы отлично справились, продолжайте в том же духе!",51,8,3,2,5,0.4900219687717394,22,0,0.5870006512394942,5,0
"МНЕ НРАВИТСЯ, КАК ВЫ ОБЪЯСНЯЕТЕ. !",36,6,3,1,2,0.865249031665691,21,1,0.919725602366642,6,0
какой ужасный комментарий. пример,34,4,3,3,4,0.38237765694203163,19,0,0.44745227947894295,3,1
Какой позорный текст!,19,2,3,1,4,0.4770849451470299,15,0,0.12627454792882575,0,1
НИКОГДА НЕ ЧИТАЛ НИЧЕГО ХУЖЕ.,29,6,3,1,5,0.43258599045247825,16,0,0.17485943129571158,2,1
"Ужасный пост, удали это.",26,4,3,2,5,0.2568139095849089,17,1,0.28805117179478545,3,1
Спасибо за вашу помощь! пример,28,5,1,1,4,0.5482343152467246,20,1,0.2502588905103056,0,0
"мне нравится, как вы объясняете.",30,4,0,0,4,0.27614702540144087,20,1,0.2835468468121468,7,0
Мне понравился ваш пост.,23,5,0,2,1,0.027072471172042256,14,0,0.11245885654131782,10,0
"Вы отлично справились, продолжайте в том же духе!",49,9,1,1,0,0.8323138106992454,24,0,0.9758566371339207,0,0
Мне понравился ваш пост.,22,4,3,2,2,0.609964353745225,14,1,0.4012652394821522,2,0
Ты только тратишь время людей. !,30,7,3,2,1,0.456240017467451,22,1,0.4620902898779564,4,1
Какой позорный текст!,23,2,3,1,3,0.9201304618791715,17,0,0.5799070784982064,7,1
Это замечательный комментарий!,28,4,1,0,2,0.1608358548377492,17,1,0.12703040173067004,8,0
Зачем ты вообще пишешь? слово,31,6,4,1,5,0.9524781493338229,20,1,0.6047316636431916,10,1
"Мне нравится, как вы объясняете. пример",41,6,0,2,0,0.1858501500239056,18,0,0.014728719934570367,3,0
ЭТО ПРОСТО БРЕД.,17,4,4,1,1,0.5427747499520742,10,1,0.010206074831421219,4,1
"Это была интересная статья, спасибо.",34,5,3,1,0,0.31829344689190153,16,1,0.2279857948134344,4,0
"это была интересная статья, спасибо.",36,4,2,0,4,0.8553931495891849,17,0,0.46762533985824417,3,0
Это действительно хороший совет.,34,3,3,2,4,0.20351975019043977,17,0,0.12746894997074742,4,0
Это замечательный комментарий! !,31,5,2,2,1,0.28850963989382017,16,0,0.6112541161156353,7,0
это замечательный комментарий!,31,3,1,0,5,0.6453355995103304,17,0,0.9440326605344497,1,0
"Мне нравится, как вы объясняете.",32,5,2,2,1,0.8302771464588885,17,0,0.3106286489003983,9,0
"Вы отлично справились, продолжайте в том же духе!",50,8,1,1,0,0.3736909840458402,22,0,0.8671954241318892,4,0
очень полезная информация. !,30,4,2,1,2,0.38110317089614676,19,1,0.17809198882227428,0,0
ЭТО ДЕЙСТВИТЕЛЬНО ХОРОШИЙ СОВЕТ.,33,5,1,2,3,0.9597602105328106,18,0,0.5062598409702586,9,0
Ты только тратишь время людей. ?,31,6,5,3,2,0.2855811659306877,22,1,0.3864820187743284,0,1
Ты ничего не понимаешь!,25,3,3,2,3,0.7906808187373281,17,1,0.419373311501694,0,1
Твои слова — это полный провал.,33,7,4,1,2,0.9291446509121079,17,0,0.5437480434141111,3,1
ты только тратишь время людей.,30,5,5,3,0,0.4508236114823243,21,1,0.9605776732659826,4,1
Это просто бред. .,18,4,5,3,3,0.518853350300407,10,1,0.740044594841415,7,1
"Вы отлично справились, продолжайте в том же духе!",47,9,2,0,5,0.9203890380011797,22,1,0.9893510859224102,8,0
Какой ужасный комментарий.,26,3,4,3,0,0.7303033067213898,19,1,0.9204037396897385,6,1
"Вы отлично справились, продолжайте в том же духе!",48,7,2,2,3,0.020982473404300817,25,1,0.5401058167794156,8,0
Какой позорный текст! !,25,4,2,1,5,0.883108048233825,15,1,0.4166146715611201,10,1
ТЫ СОВЕРШЕННО НЕКОМПЕТЕНТЕН. СЛОВО,33,3,5,2,4,0.5466019535220094,14,1,0.5273626132751638,1,1
Ты ничего не понимаешь!,21,3,4,3,0,0.6680033047043259,16,0,0.496150552685227,0,1
это просто бред. !,16,4,5,1,1,0.9055482437230884,12,0,0.12360006541525681,1,1
Мне понравился ваш пост. ?,28,6,2,2,1,0.31586190594103825,15,1,0.8642915998968613,5,0
ты ничего не понимаешь!,23,4,3,2,2,0.8802537114114072,13,0,0.9686598960508047,4,1
"ужасный пост, удали это.",22,3,3,1,5,0.7326399861237622,15,1,0.7366486499212016,0,1
какой позорный текст!,19,3,2,3,2,0.06392879736160739,13,0,0.3183293520095557,2,1
какой ужасный комментарий. ?,29,5,2,2,2,0.6365539098052945,15,0,0.5741408654592193,7,1
ТВОИ СЛОВА — ЭТО ПОЛНЫЙ ПРОВАЛ.,32,5,2,1,2,0.26119348435603207,15,0,0.03589229061096566,4,1
Твои слова — это полный провал. ТЕКСТ,38,7,4,1,1,0.7384795482362768,20,0,0.03816166168685409,1,1
"УЖАСНЫЙ ПОСТ, УДАЛИ ЭТО.",23,3,2,3,1,0.7400942424645066,16,1,0.3073505971247381,0,1
ты ничего не понимаешь!,22,3,2,2,4,0.41242636127916166,14,0,0.40505293502303763,0,1
Это действительно хороший совет.,31,5,1,2,1,0.6034844665087679,18,0,0.36739069240367916,0,0
Ты ничего не понимаешь!,24,5,3,3,3,0.12521934957926983,13,1,0.9334895560250838,10,1
Какой позорный текст!,23,3,3,1,1,0.36455370295250034,16,1,0.38820764702649935,9,1
"Мне нравится, как вы объясняете. ?",36,6,1,2,3,0.2226704554407518,19,1,0.058102156291300666,8,0
"Ужасный пост, удали это. !",26,6,2,3,0,0.9045427867808641,17,0,0.6171174204110177,1,1
"Это была интересная статья, спасибо.",34,5,2,2,3,0.609328583035014,19,1,0.5345044057094488,10,0
ВАШ КОММЕНТАРИЙ ОЧЕНЬ ПОДДЕРЖИВАЕТ. ?,36,5,3,1,0,0.1563769575497601,22,1,0.83233320699283,4,0
ВАШ КОММЕНТАРИЙ ОЧЕНЬ ПОДДЕРЖИВАЕТ.,33,4,3,2,2,0.4589575502764539,17,1,0.48851098325699316,1,0
Какой позорный текст!,21,4,3,2,3,0.7979885213261588,17,1,0.13563372983742616,9,1
"ПРЕКРАСНЫЙ ДЕНЬ, ЧТОБЫ ОБСУДИТЬ ЭТУ ТЕМУ. ?",42,8,0,1,4,0.09772972012271142,25,1,0.23351081519217276,9,0
Твои слова — это полный провал. .,35,8,5,1,5,0.5103830544432435,15,0,0.22842162497881924,2,1
Это просто бред.,15,2,2,3,2,0.46663290308592853,12,0,0.139686310548796,2,1
Ты только тратишь время людей. ТЕКСТ,37,6,2,2,0,0.5855008164147502,22,1,0.2505270888797839,6,1
"вы отлично справились, продолжайте в том же духе! слово",56,8,1,0,5,0.9667844690463149,23,1,0.460980425602289,7,0
Никогда не читал ничего хуже. пример,37,5,5,1,5,0.8716911788811171,21,0,0.7575324551006686,3,1
Это просто бред.,16,4,5,1,1,0.8117657058765156,9,0,0.5797845691373257,6,1
Очень полезная информация.,26,3,1,0,3,0.14684640047229103,19,1,0.389623391448237,4,0
Ты ничего не понимаешь!,24,3,4,2,2,0.04875990283776699,17,1,0.17722724889105113,0,1
НИКОГДА НЕ ЧИТАЛ НИЧЕГО ХУЖЕ.,27,6,3,2,5,0.2456264392814963,14,1,0.7359025908276979,6,1
очень полезная информация.,24,3,1,1,3,0.9771948750764997,18,0,0.5519351600779877,1,0
Никогда не читал ничего хуже. .,31,6,4,1,4,0.3142272313957014,17,0,0.5787505312331667,1,1
это замечательный комментарий! текст,36,5,2,2,1,0.7743407622864403,20,1,0.4327612341270104,7,0
ЗАЧЕМ ТЫ ВООБЩЕ ПИШЕШЬ? ?,27,6,3,2,1,0.5291137038466844,15,0,0.7498805119575637,5,1
Какой ужасный комментарий.,28,2,3,3,5,0.22916260210502182,19,0,0.030373759109025844,1,1
"Вы отлично справились, продолжайте в том же духе!",48,8,2,1,2,0.09883172745362967,22,1,0.4403756891688453,0,0
Ваш комментарий очень поддерживает. ?,39,6,1,0,4,0.522667213778362,22,1,0.9010822311663865,10,0
Твои слова — это полный провал. ТЕКСТ,38,6,3,1,0,0.12590876020189878,20,0,0.9873991791736425,0,1
Ты совершенно некомпетентен.,30,3,5,2,5,0.3161022839661384,13,1,0.9410649210004199,2,1
Ты ничего не понимаешь! ТЕКСТ,28,6,5,2,0,0.6434754879579304,17,1,0.3480152246546627,3,1
это замечательный комментарий!,31,2,0,2,3,0.9836990116133194,16,0,0.35251047824603543,9,0
Ваш комментарий очень поддерживает. слово,39,5,1,0,0,0.7226546643825439,20,1,0.5920793831700423,8,0
"Мне нравится, как вы объясняете. .",33,5,3,0,5,0.3989798707256642,16,1,0.8842840610268585,4,0
"Вы отлично справились, продолжайте в том же духе!",48,8,3,1,5,0.9888286579545127,24,0,0.2666728772534199,4,0
Ты только тратишь время людей.,31,6,4,3,2,0.39667295035635397,18,1,0.7199822899640769,5,1
ТВОИ СЛОВА — ЭТО ПОЛНЫЙ ПРОВАЛ.,33,7,5,2,2,0.7414608456467379,15,1,0.8905362191986999,5,1
"Это была интересная статья, спасибо. .",36,6,0,2,4,0.8732919237009815,18,0,0.6135699797714335,5,0
Очень полезная информация. .,27,3,2,0,3,0.3533455383991895,19,0,0.6261451230518117,9,0
ТЫ СОВЕРШЕННО НЕКОМПЕТЕНТЕН.,29,2,3,3,3,0.03028818606826511,13,1,0.6126162688756728,4,1
КАКОЙ ПОЗОРНЫЙ ТЕКСТ!,20,3,5,3,0,0.9865934789858143,12,0,0.25421459547963465,5,1
ТЫ СОВЕРШЕННО НЕКОМПЕТЕНТЕН.,29,4,4,1,3,0.9467248730407246,13,1,0.044191916436062795,0,1
Ты ничего не понимаешь!,25,5,3,3,1,0.8412481178328318,17,0,0.9470989854590868,7,1
Какой позорный текст!,20,4,3,3,2,0.9433616974415453,14,0,0.4463680657996474,0,1
Это просто бред.,18,3,4,2,5,0.9903396879390545,9,1,0.8125279412436391,7,1
ЭТО ПРОСТО БРЕД.,15,3,2,3,1,0.32615186659779605,9,0,0.007936288281208181,10,1
Зачем ты вообще пишешь?,22,3,5,2,5,0.11504510631141063,18,1,0.8542711284516513,6,1
