comment_text,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,random_feature_1,random_feature_2,toxic
Какой позорный текст!,20,4,4,2,4,0.36687762966579374,13,0,0.7694608360302776,4,1
Ты ничего не понимаешь! ?,24,5,5,2,2,0.3493655803227246,18,0,0.29036490273700777,1,1
"УЖАСНЫЙ ПОСТ, УДАЛИ ЭТО.",26,5,2,1,4,0.7928534456594876,16,1,0.37322083508767934,4,1
ТЫ НИЧЕГО НЕ ПОНИМАЕШЬ!,21,3,4,3,5,0.5883281378538089,17,0,0.9662271637645283,6,1
Никогда не читал ничего хуже. .,31,7,3,2,0,0.7236736033068215,17,0,0.9065354710640747,8,1
Никогда не читал ничего хуже.,29,5,4,1,3,0.9956760318709549,19,1,0.44481998050248217,3,1
"Мне нравится, как вы объясняете.",33,6,3,2,3,0.8539749754999597,18,1,0.7973100592298248,1,0
"Мне нравится, как вы объясняете.",34,5,2,2,1,0.5051283890048673,16,0,0.27183607216636063,0,0
"Ужасный пост, удали это. ?",26,5,3,1,4,0.018394444678593858,21,0,0.2961673312924573,2,1
"Это была интересная статья, спасибо.",37,5,0,1,5,0.30669496275073493,16,1,0.07449843211190055,8,0
Ты только тратишь время людей.,31,4,3,1,4,0.6712148444751463,19,1,0.8176895887329582,7,1
"Это была интересная статья, спасибо.",35,5,2,2,0,0.7113057083608575,16,0,0.9121052192516049,10,0
Зачем ты вообще пишешь? ТЕКСТ,28,4,2,1,4,0.5475970898460458,21,0,0.24806555110377815,10,1
"Мне нравится, как вы объясняете.",30,6,0,1,0,0.21305771830973452,19,0,0.29334084697357166,9,0
какой позорный текст!,22,4,2,2,4,0.5045824944719681,13,0,0.6774496860158692,7,1
это просто бред. слово,24,5,2,1,1,0.12617425783696767,12,1,0.17219387677700415,10,1
Ты только тратишь время людей. пример,36,7,3,3,5,0.5604688053019158,21,1,0.36874143426976813,8,1
Какой ужасный комментарий. ?,26,4,2,3,3,0.3095512240275369,19,0,0.029809355703304785,10,1
Какой позорный текст! пример,27,4,2,2,3,0.6857443003872742,17,1,0.17471852736848337,0,1
Какой ужасный комментарий.,27,4,4,3,5,0.8804500219830644,15,1,0.9236941101231538,7,1
Это замечательный комментарий! слово,34,3,1,2,0,0.5781973284781707,21,1,0.6144127833959796,10,0
Никогда не читал ничего хуже.,29,4,5,1,5,0.714842983335749,18,0,0.45303628223809245,6,1
Очень полезная информация.,27,2,0,0,3,0.6647899561543181,18,0,0.2626940256286965,6,0
Ты только тратишь время людей. !,31,5,3,2,3,0.2608530489372456,20,0,0.3995599218504329,10,1
Ты совершенно некомпетентен.,28,4,3,1,5,0.17071052436987944,16,0,0.44511690976765816,10,1
Это просто бред.,16,4,3,1,0,0.33956647797680506,9,1,0.8494911636254009,0,1
Очень полезная информация.,28,3,2,0,3,0.17965107867029118,19,0,0.347677939965649,1,0
Какой ужасный комментарий.,26,4,2,1,1,0.15342809834172888,18,0,0.9578075307088486,9,1
ТЫ ТОЛЬКО ТРАТИШЬ ВРЕМЯ ЛЮДЕЙ. ТЕКСТ,37,7,5,1,0,0.5503556134123617,22,0,0.17078058722301082,6,1
Ваш комментарий очень поддерживает.,36,4,1,0,2,0.8499685424277779,22,0,0.5960347184706767,2,0
Мне понравился ваш пост. !,26,4,2,1,2,0.5019402385863568,15,0,0.018560637231774146,4,0
ты только тратишь время людей. пример,35,7,3,2,3,0.11331366255676689,22,1,0.09528736502192903,6,1
ваш комментарий очень поддерживает.,37,3,1,1,5,0.5007491602374832,21,0,0.41544887497999516,6,0
Ты совершенно некомпетентен.,30,3,5,1,1,0.5829060914967022,14,1,0.2754922157491142,6,1
ТЫ СОВЕРШЕННО НЕКОМПЕТЕНТЕН.,29,3,4,2,0,0.501522919569671,16,0,0.06947213358052717,3,1
Спасибо за вашу помощь!,24,5,3,0,4,0.924978191658343,15,0,0.9260937927499107,5,0
ЭТО ЗАМЕЧАТЕЛЬНЫЙ КОММЕНТАРИЙ!,30,4,1,0,0,0.4169674693653186,20,1,0.5509120466856088,9,0
какой позорный текст!,22,3,2,3,5,0.49589092935123447,14,0,0.94598552054597,3,1
Какой позорный текст! ?,23,5,4,3,5,0.017823857762755635,18,0,0.08885848254807338,10,1
Какой позорный текст! ТЕКСТ,25,4,2,1,5,0.5167917440368069,16,0,0.5504741589030527,2,1
Ты совершенно некомпетентен. .,32,3,5,1,5,0.41254134366742534,15,1,0.847618474457967,3,1
"ужасный пост, удали это. текст",31,5,3,3,0,0.6921308708790732,20,0,0.025875030435756896,2,1
Ты совершенно некомпетентен. пример,37,5,4,2,3,0.007139202192055771,18,0,0.9200573949864385,5,1
Ты только тратишь время людей.,30,4,4,2,2,0.10813213613086181,21,1,0.8257611890281011,4,1
ЭТО ПРОСТО БРЕД.,14,3,2,3,1,0.5384527055596517,10,0,0.9864503111766516,8,1
Спасибо за вашу помощь!,22,3,1,0,0,0.9317172375249264,14,0,0.17390425314489089,2,0
Зачем ты вообще пишешь?,25,3,5,1,3,0.3017296900915425,18,1,0.5307445597073535,3,1
Ты только тратишь время людей. ?,30,7,4,3,0,0.4717538636756645,21,0,0.49572518695038426,10,1
Ты ничего не понимаешь! ?,25,4,3,3,2,0.9775621956869333,14,1,0.9635994957943709,10,1
"Мне нравится, как вы объясняете.",33,4,0,1,4,0.9033512812344113,17,1,0.06683288717034574,4,0
Ты только тратишь время людей.,28,6,4,1,1,0.4401688940773443,18,1,0.7114294900962788,7,1
ЭТО ДЕЙСТВИТЕЛЬНО ХОРОШИЙ СОВЕТ.,33,4,1,0,0,0.04599916327600917,19,0,0.1943920547542749,1,0
Это действительно хороший совет.,33,5,3,1,0,0.9369735956622933,18,0,0.22597431636653853,1,0
Какой ужасный комментарий.,24,3,5,2,3,0.6241604241986735,17,0,0.21244690942941846,7,1
Ты ничего не понимаешь! пример,29,5,4,1,0,0.28922257224743786,18,1,0.6940587894237936,8,1
Ваш комментарий очень поддерживает. .,37,5,1,0,5,0.6065887943523995,20,1,0.9334304309057017,3,0
Спасибо за вашу помощь!,23,5,3,2,5,0.5232742417893191,18,1,0.5089467592646585,1,0
Спасибо за вашу помощь!,22,3,2,1,0,0.1113011053725439,18,1,0.9996871816154963,0,0
"Ужасный пост, удали это.",26,3,2,2,3,0.5648678387776732,19,1,0.8652787979354226,3,1
Мне понравился ваш пост.,26,3,0,1,0,0.5230059076936705,16,0,0.5322218522145784,7,0
Ваш комментарий очень поддерживает.,37,3,3,1,2,0.8643856071541782,22,1,0.2961531023279196,4,0
Зачем ты вообще пишешь?,23,4,5,1,0,0.8424797060417727,17,1,0.27495422530416125,8,1
"Прекрасный день, чтобы обсудить эту тему. .",45,7,3,2,3,0.7982099099252283,23,1,0.7720657901242177,5,0
очень полезная информация.,25,3,3,2,3,0.24804287806699465,19,1,0.15918955142287938,1,0
Очень полезная информация.,28,3,3,1,0,0.7154272682316639,18,0,0.5716488797274278,3,0
Ты совершенно некомпетентен.,26,2,5,2,1,0.4704408987174358,13,1,0.9903824654478854,0,1
Очень полезная информация.,26,4,0,1,1,0.31999752766864764,20,0,0.5124687110129155,3,0
Никогда не читал ничего хуже.,28,6,2,3,4,0.10063861490663562,15,1,0.936294196050859,10,1
"Вы отлично справились, продолжайте в том же духе! .",52,10,0,2,5,0.24031283494469557,25,1,0.5217432938965811,1,0
это действительно хороший совет. пример,40,6,0,2,2,0.027467312294270352,17,0,0.667989572676175,9,0
"прекрасный день, чтобы обсудить эту тему.",43,6,2,2,0,0.3344059277235265,23,0,0.5542400476204806,3,0
Очень полезная информация.,25,2,1,1,1,0.7624000587409934,18,0,0.99327942250974,8,0
Какой ужасный комментарий.,24,2,5,2,5,0.0692593713278995,17,0,0.2784121157494108,8,1
мне понравился ваш пост. !,25,4,2,2,2,0.08875118805660698,16,0,0.2958889883539262,8,0
Это просто бред.,17,4,3,2,4,0.3336008333804449,11,0,0.8658236414153192,10,1
Никогда не читал ничего хуже.,29,6,3,1,4,0.36635031952094377,18,0,0.496617342631929,6,1
Никогда не читал ничего хуже.,29,5,5,2,2,0.1931308308527181,16,0,0.17283688125427132,8,1
Никогда не читал ничего хуже.,30,4,3,2,2,0.7423643355772255,18,0,0.6261518731834261,6,1
"Вы отлично справились, продолжайте в том же духе! слово",54,10,3,1,3,0.35892779567399546,25,1,0.7809110657092242,10,0
Какой позорный текст!,22,3,3,1,3,0.3789739144476799,15,0,0.21955208396332826,6,1
"Мне нравится, как вы объясняете.",32,5,2,1,0,0.30719407799764575,17,0,0.03833127593372809,0,0
ваш комментарий очень поддерживает. !,35,4,0,0,5,0.9162972092132419,20,0,0.9239097497622912,0,0
ЭТО ДЕЙСТВИТЕЛЬНО ХОРОШИЙ СОВЕТ.,33,4,2,1,1,0.9880685793610353,19,0,0.3907840277324741,10,0
ЭТО ЗАМЕЧАТЕЛЬНЫЙ КОММЕНТАРИЙ!,29,4,3,1,2,0.7586514091392421,20,0,0.10189580315180857,9,0
"ВЫ ОТЛИЧНО СПРАВИЛИСЬ, ПРОДОЛЖАЙТЕ В ТОМ ЖЕ ДУХЕ!",51,7,0,1,2,0.5744641732659223,23,1,0.027633370662766277,9,0
Спасибо за вашу помощь!,21,5,0,1,5,0.3872045349625377,15,1,0.6900206705009607,1,0
Твои слова — это полный провал.,32,7,4,2,0,0.2437943253798429,16,0,0.5660685775960932,0,1
"Мне нравится, как вы объясняете. слово",40,5,1,0,2,0.3026813395009075,20,1,0.318002417876882,8,0
Ты ничего не понимаешь! .,25,4,4,2,5,0.2956438148540492,18,1,0.9361350644122612,1,1
"Прекрасный день, чтобы обсудить эту тему. пример",46,7,1,1,2,0.850392396378666,25,1,0.9123467348761438,2,0
"ужасный пост, удали это.",24,3,3,1,5,0.3721077200944498,19,1,0.3787330813085762,2,1
"Вы отлично справились, продолжайте в том же духе! ?",50,10,3,0,4,0.250510796058666,23,0,0.22434350645077017,8,0
Какой позорный текст!,19,4,2,3,2,0.6414746110172843,14,1,0.8028896793776698,6,1
Ты только тратишь время людей.,30,4,5,2,5,0.921443554595899,22,0,0.6154820430541428,10,1
Зачем ты вообще пишешь?,23,5,4,3,0,0.7403532219847275,15,0,0.3888493659090302,0,1
СПАСИБО ЗА ВАШУ ПОМОЩЬ!,22,3,3,2,2,0.9447259002506944,15,0,0.4689366206689505,3,0
Какой ужасный комментарий.,25,2,5,1,0,0.06014861941878302,16,1,0.21861871647499742,8,1
это действительно хороший совет.,33,5,0,1,5,0.5582392341578704,16,0,0.15706954544429896,4,0
ты ничего не понимаешь! !,27,6,3,1,2,0.3036503276598129,14,1,0.573477681067115,3,1
СПАСИБО ЗА ВАШУ ПОМОЩЬ!,22,3,0,1,1,0.908355144810288,13,1,0.8063799657501493,5,0
Спасибо за вашу помощь!,21,5,1,2,5,0.0905112872924726,14,0,0.3329254451300867,2,0
Никогда не читал ничего хуже.,31,4,5,3,5,0.00400808273489206,19,1,0.9457867926926792,7,1
Ты ничего не понимаешь!,24,4,3,1,1,0.6891885972659764,16,1,0.8180510009665681,7,1
какой позорный текст!,21,3,4,1,2,0.055056400194123944,16,1,0.16111515180114377,7,1
"Вы отлично справились, продолжайте в том же духе! слово",55,10,1,0,4,0.3472332184748682,25,1,0.17803884520553703,0,0
"Прекрасный день, чтобы обсудить эту тему. .",45,7,2,2,2,0.908496207671637,21,0,0.10239973193210472,10,0
Очень полезная информация.,24,4,1,2,2,0.41731003963891045,19,1,0.9835049910782335,5,0
"Ужасный пост, удали это.",24,3,5,2,4,0.9205632170574823,19,0,0.7078383676389873,3,1
Это просто бред.,14,3,4,1,2,0.8242243465342756,9,0,0.31344843695057967,10,1
Очень полезная информация.,25,2,3,0,1,0.6844288782540427,20,0,0.7439043654798932,1,0
Ты только тратишь время людей. !,30,7,5,1,4,0.5006160191516671,23,0,0.894030863910165,5,1
СПАСИБО ЗА ВАШУ ПОМОЩЬ!,21,5,2,0,3,0.08744512453664244,16,0,0.10065416075259637,3,0
это просто бред.,15,4,4,1,4,0.39010777109555494,10,0,0.7099358784589848,9,1
Какой позорный текст!,21,4,5,2,2,0.9354320534079662,17,0,0.32607855459999946,1,1
Это замечательный комментарий! пример,38,3,0,0,4,0.08414103669685113,21,0,0.8592043357246778,6,0
Твои слова — это полный провал.,29,7,2,3,4,0.012938274383294979,16,0,0.5077851321785061,0,1
Спасибо за вашу помощь!,22,4,3,2,4,0.10354354762246154,17,0,0.2655491746409703,3,0
Мне понравился ваш пост. ТЕКСТ,29,5,0,2,0,0.5869528590586638,21,0,0.9080788812154914,10,0
"ужасный пост, удали это.",25,4,5,3,1,0.6549273145973392,15,0,0.08841425348688148,5,1
какой ужасный комментарий. !,29,4,4,2,4,0.7780253913344538,16,0,0.42881965783954823,8,1
ты ничего не понимаешь! текст,31,6,2,2,5,0.6132805092079193,15,0,0.6538426811242241,1,1
ВАШ КОММЕНТАРИЙ ОЧЕНЬ ПОДДЕРЖИВАЕТ.,33,3,1,1,4,0.08842005502140304,19,1,0.15436958650381039,9,0
Спасибо за вашу помощь!,21,5,1,2,2,0.6490503634015619,18,0,0.5387475398295442,7,0
"ВЫ ОТЛИЧНО СПРАВИЛИСЬ, ПРОДОЛЖАЙТЕ В ТОМ ЖЕ ДУХЕ! ?",53,8,3,2,5,0.8618114892294144,26,0,0.9747934271895236,8,0
Ты совершенно некомпетентен. ?,31,4,5,1,4,0.01906129235172549,16,1,0.41707881718537576,6,1
ЗАЧЕМ ТЫ ВООБЩЕ ПИШЕШЬ?,24,3,2,2,0,0.006416088621245208,18,0,0.6188385186495272,3,1
мне понравился ваш пост. слово,30,5,3,1,1,0.3060946021458164,18,0,0.4566275609241429,5,0
Ваш комментарий очень поддерживает. слово,43,5,0,1,1,0.2830721794371156,23,0,0.30855726046144094,8,0
Спасибо за вашу помощь! пример,29,4,2,2,3,0.35905649717310817,19,1,0.602075016801593,5,0
"прекрасный день, чтобы обсудить эту тему.",40,7,1,2,0,0.9411101977939144,24,0,0.3164380931996664,9,0
Ваш комментарий очень поддерживает.,34,3,3,0,2,0.4180634638327476,19,0,0.029095727815593997,2,0
Никогда не читал ничего хуже.,31,4,5,2,1,0.9395142817863764,15,0,0.6250812012703428,6,1
Какой ужасный комментарий. !,27,5,5,1,4,0.3644403554516358,18,1,0.8248401782499339,10,1
Очень полезная информация.,28,4,2,2,0,0.5956910233774153,20,1,0.3429755057466296,4,0
какой ужасный комментарий. ?,27,5,3,3,5,0.923450194038455,16,0,0.2228382159290725,4,1
Спасибо за вашу помощь!,24,4,0,0,3,0.9417122446105961,17,0,0.3386225478570015,10,0
Это действительно хороший совет.,33,3,2,1,3,0.4588087924290679,16,0,0.8085621545977931,10,0
"Прекрасный день, чтобы обсудить эту тему.",39,5,3,2,4,0.962119708302665,23,1,0.4132401740441142,9,0
Какой ужасный комментарий.,27,2,4,1,1,0.7910190654239487,16,0,0.044527980462226946,6,1
"мне нравится, как вы объясняете.",32,6,3,1,0,0.8835066596950144,17,1,0.9319591280330181,5,0
"Это была интересная статья, спасибо. !",38,6,0,0,2,0.14984554808679817,20,0,0.23272579690011164,7,0
"Мне нравится, как вы объясняете.",32,6,3,2,0,0.12806693755575038,20,0,0.7758504127555962,9,0
ты ничего не понимаешь! пример,31,4,4,3,4,0.3392610842332152,15,1,0.8459675534044685,10,1
Это просто бред.,18,4,2,3,5,0.7141505366827228,13,1,0.7252776653912136,4,1
ТЫ СОВЕРШЕННО НЕКОМПЕТЕНТЕН.,26,3,5,2,3,0.9436216507932667,13,0,0.04205991008284282,8,1
ЗАЧЕМ ТЫ ВООБЩЕ ПИШЕШЬ? ТЕКСТ,31,5,4,1,2,0.4859473276454608,18,1,0.12306581072329181,1,1
"ВЫ ОТЛИЧНО СПРАВИЛИСЬ, ПРОДОЛЖАЙТЕ В ТОМ ЖЕ ДУХЕ!",49,7,3,2,2,0.4881133546718751,21,1,0.9514926474014263,6,0
Ты только тратишь время людей. ТЕКСТ,38,5,5,1,4,0.8914676197860747,25,0,0.06542841477759542,6,1
Какой ужасный комментарий.,25,3,2,3,3,0.44753315224031753,19,1,0.46535998541152224,9,1
КАКОЙ УЖАСНЫЙ КОММЕНТАРИЙ.,25,2,5,3,2,0.8240790438058874,15,1,0.22295084325276215,3,1
Это действительно хороший совет. пример,40,6,1,1,5,0.8463296424623391,20,1,0.8067691881682894,10,0
Какой позорный текст! .,21,3,3,2,2,0.8944945390174349,17,0,0.9661732246762297,2,1
Какой ужасный комментарий.,28,2,4,2,4,0.9905460319922103,18,1,0.7215635618732291,1,1
Зачем ты вообще пишешь?,21,3,4,3,4,0.566506128917717,19,0,0.46532133557604494,8,1
КАКОЙ ПОЗОРНЫЙ ТЕКСТ!,19,3,2,3,0,0.005108963549932177,16,0,0.8056464787734363,2,1
"Это была интересная статья, спасибо. ?",40,7,1,0,3,0.6034007841943237,18,1,0.43410023981132073,6,0
КАКОЙ УЖАСНЫЙ КОММЕНТАРИЙ.,26,2,5,1,2,0.6530421746594439,17,1,0.3834409989384583,8,1
Никогда не читал ничего хуже.,27,4,5,3,0,0.35941428069429115,19,0,0.06709781259425296,2,1
Очень полезная информация.,27,4,0,2,2,0.9972354707246224,20,1,0.9136172372584394,5,0
какой ужасный комментарий.,27,2,2,1,4,0.22212054193030695,16,1,0.643569845822215,8,1
Это просто бред.,16,4,2,2,2,0.9353768688803578,12,1,0.08878577411887079,9,1
"ЭТО БЫЛА ИНТЕРЕСНАЯ СТАТЬЯ, СПАСИБО.",35,5,1,0,3,0.7346961714027384,18,1,0.24910122519593014,1,0
"Мне нравится, как вы объясняете.",34,5,1,2,3,0.9938171542656682,16,0,0.4432096864950028,6,0
Это просто бред.,15,3,5,1,4,0.20514233833967,10,1,0.06932780473989786,5,1
"Ужасный пост, удали это. ТЕКСТ",28,6,5,1,2,0.1171721647804691,21,1,0.01874153421724878,1,1
"Ужасный пост, удали это.",24,5,3,2,0,0.6492451591629078,17,0,0.7243142572615832,7,1
Ваш комментарий очень поддерживает. слово,42,4,3,1,2,0.27362194735616163,23,0,0.06690864856724033,1,0
"Вы отлично справились, продолжайте в том же духе!",49,7,3,0,1,0.5695065089662668,23,0,0.6439897638200176,9,0
Спасибо за вашу помощь!,21,5,2,2,3,0.8624666681028621,16,0,0.9146916469233747,7,0
Ваш комментарий очень поддерживает.,34,3,1,0,0,0.8697693547176597,20,0,0.17896135098896893,4,0
"Прекрасный день, чтобы обсудить эту тему. слово",49,8,0,1,4,0.8036363368784019,23,0,0.712521875660136,0,0
"прекрасный день, чтобы обсудить эту тему. пример",49,7,2,0,2,0.8514428905879757,20,1,0.48824534884888615,5,0
Это просто бред.,18,4,3,2,5,0.7970620328589894,9,1,0.47599166558409056,6,1
"Мне нравится, как вы объясняете.",30,6,1,2,1,0.7969962381292581,19,1,0.8056479394338979,7,0
Это замечательный комментарий!,31,3,1,1,5,0.6006031343892935,16,1,0.3142747837657327,3,0
Ты ничего не понимаешь! слово,30,6,2,1,2,0.09004090613077131,17,1,0.28294653825940064,5,1
"вы отлично справились, продолжайте в том же духе!",51,7,2,2,0,0.500566595003881,22,1,0.12587095343012467,4,0
ЭТО ЗАМЕЧАТЕЛЬНЫЙ КОММЕНТАРИЙ!,28,3,0,2,3,0.4916597077050976,19,0,0.6323548765058675,2,0
Спасибо за вашу помощь!,23,5,1,0,3,0.42830081455832125,17,0,0.0928569684416668,9,0
Никогда не читал ничего хуже.,29,6,2,3,0,0.5212482398083098,19,1,0.336745650889716,2,1
Спасибо за вашу помощь!,23,4,1,0,1,0.391018276275268,14,1,0.6424252311811591,2,0
Какой позорный текст! ?,25,3,5,2,4,0.6489369148334205,16,1,0.36396051389147643,6,1
Спасибо за вашу помощь! слово,30,4,2,2,1,0.20712617414828693,18,1,0.3778653732996611,6,0
твои слова — это полный провал.,31,7,2,3,0,0.6097725206576368,17,1,0.07773426478974188,2,1
Какой ужасный комментарий.,25,4,5,1,0,0.5277881817696906,15,1,0.4393924424483716,6,1
"Прекрасный день, чтобы обсудить эту тему.",40,6,0,0,2,0.5578836504718196,24,1,0.347033586072093,10,0
"мне нравится, как вы объясняете.",33,4,0,2,0,0.17015104136124093,16,0,0.0697062953938169,0,0
Это действительно хороший совет. ?,35,6,0,2,2,0.2531520666975835,19,1,0.44547573596068757,4,0
"Мне нравится, как вы объясняете.",30,5,3,2,2,0.08412685777288786,16,1,0.5045775033222121,3,0
Очень полезная информация.,26,4,1,1,4,0.8157649299421975,16,0,0.6514807713918542,8,0
Это действительно хороший совет.,30,3,0,0,4,0.7108688691736714,15,1,0.19137149622098792,4,0
Спасибо за вашу помощь!,22,4,3,0,4,0.3909311759233849,16,0,0.2673467176558212,0,0
Это действительно хороший совет.,33,3,2,2,2,0.9208402712843546,18,0,0.9349401181261783,6,0
Зачем ты вообще пишешь? слово,30,5,5,1,5,0.8387998057084585,21,0,0.6206414800403409,9,1
"ПРЕКРАСНЫЙ ДЕНЬ, ЧТОБЫ ОБСУДИТЬ ЭТУ ТЕМУ.",42,5,0,2,0,0.2442012827801292,24,0,0.5358963580120771,4,0
Это просто бред. ?,16,5,5,2,2,0.17191960087478664,13,0,0.6109284837569,2,1
"Мне нравится, как вы объясняете. ?",34,6,1,1,2,0.7779162507072558,20,1,0.5479227795349935,9,0
Мне понравился ваш пост.,22,5,0,1,5,0.16807109197382375,16,1,0.467461338345568,3,0
"ВЫ ОТЛИЧНО СПРАВИЛИСЬ, ПРОДОЛЖАЙТЕ В ТОМ ЖЕ ДУХЕ!",50,8,1,1,3,0.7486853397494623,21,1,0.5142713507269535,6,0
"ужасный пост, удали это. !",25,5,3,2,3,0.9730547595846047,18,1,0.7999746461387126,0,1
Очень полезная информация. ТЕКСТ,34,4,0,0,2,0.9004199435452083,21,1,0.8003925543839225,10,0
"Мне нравится, как вы объясняете. пример",41,5,0,2,3,0.6221164763702786,20,1,0.055690387793426055,9,0
